year,chart_date,chart_songs,lyrics_scored,lyric_coverage_pct,vader_mean,vader_ci_low,vader_ci_high,vader_positive_pct,vader_saturated_pct,textblob_mean,textblob_ci_low,textblob_ci_high,model_agreement_pct,rank_weighted_vader_mean,rank_weighted_textblob_mean
1965,1965-08-28,100,89,89.0,0.45580898876404496,0.2885117415730338,0.6109226123595504,73.03370786516854,71.91011235955057,0.12679239291461394,0.08904740086867337,0.16451276799596312,67.41573033707866,0.4129141455972101,0.1049371628485506
1985,1985-08-24,100,94,94.0,0.42800425531914893,0.24986218085106382,0.59486375,70.2127659574468,84.04255319148936,0.11567092931736982,0.07898644426588917,0.15149250656164104,63.829787234042556,0.41860951988460743,0.12302492420955426
2005,2005-08-27,100,95,95.0,0.47193263157894727,0.3122726578947369,0.6242361315789474,73.68421052631578,77.89473684210526,0.09652237963613097,0.06163449797935535,0.13034750084202285,62.10526315789474,0.4487958039052761,0.10776530130578973
2025,2025-05-03,99,99,100.0,0.13783434343434342,-0.04168310606060605,0.318773838383838,55.55555555555556,75.75757575757575,0.03855998179833076,0.007255624833684383,0.07032886936914286,49.494949494949495,0.13094248366013075,0.027822428659327488
